ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
1067,25,Male,Married,Analyst,1.5,51963,40,1,Partial,Medium,Migraine,Large,Operations,6.5,5,Yes,High,Medium,8,Medium,High,Medium,Average,27,Yes,Yes,No,Sometimes,Kolkata
1068,35,Other,Married,Manager,14.6,204903,53,1,No,High,Arthritis,Small,Operations,5,3,Yes,High,Medium,13,Low,Medium,Medium,Good,31,No,No,Yes,Often,Kolkata
1069,23,Other,Divorced,Intern,1.6,16093,31,1.5,Yes,Medium,None,Medium,Marketing,6,5,Yes,Low,Medium,14,Low,Low,High,Excellent,25,Yes,No,No,Rarely,Bangalore
1070,33,Female,Single,Manager,6.5,295224,57,1.5,No,Medium,None,Medium,Marketing,5,4,Yes,Low,Medium,10,Low,Low,High,Excellent,3,No,Yes,No,Often,Kolkata
1071,25,Other,Single,Designer,2.4,53526,44,2.3,Yes,Medium,Migraine,Large,Operations,5,5,No,Low,Medium,20,High,Low,High,Excellent,49,Yes,Yes,No,Rarely,Bangalore
1072,42,Male,Married,Manager,9.3,291244,52,1.7,Yes,Medium,None,Large,Marketing,5,4,No,Medium,Medium,20,Medium,High,Medium,Good,46,No,Yes,No,Often,Mumbai
1073,40,Other,Divorced,CEO,16.5,570997,65,2.9,Yes,High,Hypertension,Large,Operations,5,2,No,High,Medium,18,Low,Medium,High,Excellent,15,No,No,No,Often,Bangalore
1074,30,Female,Single,Analyst,7.6,56788,44,2.5,Yes,Low,Migraine,Small,Engineering,5,4,No,Low,Medium,17,High,High,High,Good,33,No,Yes,No,Sometimes,Mumbai
1075,25,Male,Divorced,Analyst,2.8,53475,42,1.2,Partial,Medium,Migraine,Small,Operations,5.5,5,Yes,Medium,High,12,Medium,Low,Low,Good,11,Yes,Yes,Yes,Sometimes,Hyderabad
1076,23,Male,Married,Intern,1.4,17092,32,1.5,Partial,Medium,None,Large,Marketing,6.5,3,Yes,Low,High,12,Low,High,High,Average,7,No,No,No,Rarely,Hyderabad
1077,33,Male,Divorced,Designer,6.1,54370,41,2.8,Partial,Low,None,Small,HR,5,4,No,High,High,14,High,Low,Medium,Excellent,13,Yes,No,Yes,Rarely,Delhi
1078,35,Male,Single,Analyst,3.4,59939,44,1,Partial,Medium,None,Large,HR,5.5,5,Yes,High,Medium,6,Medium,Medium,High,Excellent,16,No,No,No,Sometimes,Kolkata
1079,24,Male,Married,Developer,2.5,114044,40,1.4,Partial,Medium,Migraine,Medium,Operations,6.5,5,Yes,Medium,Medium,9,Low,Low,Low,Average,34,No,No,Yes,Sometimes,Kolkata
1080,22,Male,Married,Developer,0.5,114092,44,1.1,No,Medium,Migraine,Small,Marketing,6.5,5,Yes,Medium,Medium,17,Low,Low,Low,Poor,49,No,Yes,Yes,Sometimes,Kolkata
1081,44,Male,Single,Manager,15.8,236178,54,2.7,Yes,High,Arthritis,Large,Engineering,5,2,No,Low,Medium,19,Medium,Medium,High,Good,27,Yes,Yes,No,Often,Mumbai
1082,35,Male,Married,Manager,1.8,287480,54,2.8,Yes,Medium,None,Small,Marketing,5,5,Yes,Low,Medium,13,High,Low,Medium,Good,42,Yes,No,Yes,Often,Delhi
1083,26,Male,Married,Analyst,4.7,55140,44,2.4,Partial,Medium,Migraine,Large,Operations,5,5,No,High,Medium,13,High,Low,Low,Average,17,Yes,Yes,No,Sometimes,Bangalore
1084,40,Male,Divorced,Manager,15.4,286615,58,2.5,Yes,High,Hypertension,Medium,Operations,5,2,No,High,High,16,High,High,High,Good,28,Yes,No,No,Often,Bangalore
1085,31,Other,Single,Designer,8.9,44015,41,2.8,Yes,Low,None,Large,HR,5,4,No,Low,High,14,Low,High,High,Average,9,Yes,No,Yes,Rarely,Bangalore
1086,32,Male,Married,Analyst,2.7,50133,44,0.7,No,Low,Migraine,Large,Engineering,5,5,Yes,High,High,20,Medium,Medium,Medium,Average,32,Yes,Yes,No,Sometimes,Hyderabad
1087,47,Other,Divorced,CEO,13.5,548121,66,0.6,Partial,High,Arthritis,Small,HR,5,3,Yes,Low,Medium,18,Medium,Medium,Medium,Poor,37,Yes,Yes,Yes,Often,Hyderabad
1088,51,Male,Single,CEO,15.9,583431,61,1.2,No,High,Diabetes,Large,HR,5,2,Yes,High,High,19,Low,High,High,Good,48,No,Yes,Yes,Often,Kolkata
1089,45,Other,Single,Manager,8.1,223785,60,0.8,Partial,Medium,Back Pain,Large,Operations,5,4,Yes,Low,High,15,High,High,Medium,Average,46,Yes,No,Yes,Often,Kolkata
1090,38,Other,Single,Manager,14.1,230612,54,1.5,Yes,High,Hypertension,Large,Marketing,5,3,No,Medium,High,20,Medium,Low,High,Poor,40,Yes,No,Yes,Often,Mumbai
1091,26,Male,Single,Designer,5.2,44678,44,1.6,Partial,Medium,Migraine,Medium,HR,5.7,4,Yes,Low,Medium,9,High,Low,High,Excellent,16,Yes,No,No,Rarely,Delhi
1092,28,Male,Divorced,Developer,4.3,92628,45,1.3,No,Low,None,Medium,Operations,5.5,5,No,High,High,15,High,High,High,Poor,39,Yes,No,No,Sometimes,Hyderabad
1093,26,Other,Single,Designer,1.9,42495,45,0.9,No,Low,None,Small,Marketing,6.5,5,Yes,Medium,Medium,14,Medium,Low,Low,Excellent,46,No,Yes,No,Rarely,Kolkata
1094,31,Female,Married,Manager,2.5,287865,51,2.2,Partial,Low,Migraine,Small,Operations,5,5,No,Low,Medium,19,Low,Medium,High,Excellent,38,Yes,No,No,Often,Mumbai
1095,48,Other,Divorced,CEO,2.2,533060,68,0.6,No,Low,None,Small,Operations,5,5,Yes,Medium,High,9,Low,Low,High,Poor,20,Yes,No,No,Often,Kolkata
1096,26,Other,Divorced,Designer,3.1,47242,45,0.7,Partial,Low,None,Medium,Operations,5.5,5,No,High,Medium,14,Low,High,High,Good,47,Yes,Yes,No,Rarely,Hyderabad
1097,30,Male,Divorced,Designer,8.6,41037,47,0.7,No,Medium,Migraine,Small,Marketing,5.5,4,Yes,Low,High,7,High,Low,Medium,Excellent,27,No,Yes,No,Rarely,Kolkata
1098,42,Female,Divorced,CEO,4.3,587108,62,1.1,Partial,Low,Back Pain,Medium,Engineering,5,5,No,High,High,8,Medium,High,High,Poor,8,Yes,Yes,Yes,Often,Pune
1099,30,Female,Divorced,Developer,3,89462,40,0.6,No,Low,Migraine,Large,HR,5,5,No,High,Medium,19,High,Medium,High,Good,8,No,No,Yes,Sometimes,Hyderabad
1100,43,Male,Single,Manager,4,298926,54,1.7,Yes,Low,None,Medium,HR,5,5,Yes,High,High,20,High,Low,High,Excellent,36,Yes,Yes,No,Often,Bangalore
1101,26,Male,Single,Developer,2,104521,47,3,Yes,Medium,None,Small,Engineering,5.7,5,No,Low,High,14,Medium,Medium,Medium,Poor,29,Yes,Yes,Yes,Sometimes,Delhi
1102,29,Male,Married,Analyst,1.7,52302,40,1.2,No,Medium,None,Large,Operations,6.5,5,Yes,Low,High,17,High,Low,Medium,Excellent,45,Yes,No,Yes,Sometimes,Kolkata
1103,31,Other,Married,Manager,3.2,283643,52,2.8,Yes,Low,None,Medium,Operations,5,5,No,High,High,10,Medium,Medium,High,Poor,32,No,No,Yes,Often,Delhi
1104,20,Male,Married,Intern,0.3,16707,32,0.7,No,Medium,None,Large,HR,7.5,3,Yes,Medium,Medium,9,High,High,High,Average,21,Yes,Yes,Yes,Rarely,Kolkata
1105,40,Other,Married,Manager,13.2,219464,58,2.3,Partial,High,Back Pain,Large,Marketing,5,3,Yes,High,High,7,Low,Low,Medium,Average,45,No,No,No,Often,Mumbai
1106,27,Male,Single,Designer,5,53201,49,2.6,Partial,Medium,Migraine,Large,Engineering,5,4,Yes,High,Medium,20,Medium,Medium,Low,Average,42,Yes,No,Yes,Rarely,Bangalore
1107,35,Male,Divorced,Manager,4.8,272536,52,1.2,No,Medium,None,Large,Engineering,5,5,No,Low,High,6,Medium,High,Medium,Excellent,8,Yes,Yes,Yes,Often,Kolkata
1108,34,Other,Single,Analyst,11.5,58724,43,2.3,Yes,High,Diabetes,Small,Engineering,5,3,Yes,Medium,High,19,Medium,Medium,High,Good,31,Yes,Yes,Yes,Sometimes,Delhi
1109,22,Male,Single,Developer,1.1,87667,46,1.4,No,Medium,None,Large,HR,5.5,5,Yes,High,Medium,5,Low,High,Medium,Excellent,14,No,Yes,Yes,Sometimes,Hyderabad
1110,26,Male,Divorced,Developer,0.6,85474,46,0.6,No,Medium,None,Large,HR,6.2,5,Yes,Medium,Medium,6,Low,Medium,Low,Average,20,No,Yes,Yes,Sometimes,Pune
1111,25,Other,Single,Intern,1,17406,35,2.2,Yes,Low,None,Large,HR,6.7,4,No,Low,High,9,Medium,Medium,Medium,Good,45,Yes,Yes,Yes,Rarely,Delhi
1112,24,Female,Married,Intern,2.1,17516,29,2.6,Yes,Low,None,Large,Marketing,6.7,5,No,Low,Medium,14,Low,High,High,Good,43,Yes,Yes,No,Rarely,Delhi
1113,20,Male,Divorced,Intern,0.2,18015,31,1.4,Partial,Low,None,Medium,Operations,7.5,5,Yes,Medium,Medium,12,Low,Low,Medium,Excellent,17,No,No,Yes,Rarely,Kolkata
1114,57,Female,Divorced,CEO,19.2,593647,64,0.8,Partial,High,Diabetes,Small,HR,5,2,No,High,High,12,Low,Medium,High,Good,39,Yes,Yes,No,Often,Pune
1115,25,Male,Single,Analyst,3.1,46073,40,1.9,Yes,Medium,Migraine,Medium,HR,5.2,5,No,Low,Medium,20,High,Low,Low,Average,9,Yes,No,No,Sometimes,Mumbai
1116,30,Female,Divorced,Analyst,9.4,49795,45,2,Yes,Low,Migraine,Medium,Operations,5,4,No,Low,Medium,19,High,High,High,Good,39,No,Yes,Yes,Sometimes,Bangalore
1117,25,Female,Single,Designer,3,48071,46,0.5,No,Low,None,Large,Engineering,6.5,5,Yes,High,High,12,Medium,High,Medium,Poor,4,Yes,No,No,Rarely,Kolkata
1118,31,Male,Single,Analyst,8.9,58788,42,1.1,No,Low,None,Small,Engineering,5.2,4,No,Low,Medium,7,Low,Low,High,Average,6,Yes,Yes,Yes,Sometimes,Pune
1119,21,Male,Divorced,Intern,0.8,17298,34,0.8,No,Medium,None,Medium,Engineering,7.2,3,No,Low,Medium,20,Medium,Low,Low,Good,43,No,Yes,No,Rarely,Pune
1120,45,Male,Divorced,Manager,18.1,291274,53,2.7,Partial,High,Diabetes,Large,Engineering,5,2,No,High,Medium,15,High,Low,Low,Average,47,Yes,Yes,Yes,Often,Mumbai
1121,21,Female,Single,Intern,0.6,15833,28,2.3,Yes,Medium,None,Small,Engineering,6.2,5,Yes,High,High,16,Medium,Medium,Low,Good,30,No,No,Yes,Rarely,Mumbai
1122,44,Other,Married,CEO,18.3,580938,68,1.5,Partial,High,Diabetes,Small,Engineering,5,2,Yes,High,High,8,Low,Medium,Low,Good,42,Yes,No,No,Often,Pune
1123,42,Other,Single,Manager,11.3,223756,60,0.7,Partial,High,Back Pain,Medium,HR,5,3,No,High,Medium,10,Low,Medium,Low,Average,38,No,No,No,Often,Hyderabad
1124,23,Other,Divorced,Developer,1.2,105872,47,0.6,No,Medium,None,Medium,Operations,6.2,5,No,Low,Medium,16,Low,Medium,Medium,Average,25,No,Yes,Yes,Sometimes,Pune
1125,28,Female,Divorced,Analyst,4.6,47055,41,0.8,Partial,Medium,None,Large,Operations,6.2,5,No,Low,Medium,14,Medium,Medium,High,Average,4,No,Yes,Yes,Sometimes,Pune
1126,21,Female,Divorced,Intern,0.9,16138,27,2.7,Yes,Low,Migraine,Small,HR,6,4,Yes,Low,High,17,High,Medium,Low,Average,26,No,No,Yes,Rarely,Bangalore
1127,30,Other,Divorced,Analyst,7.4,47217,41,1.4,No,Low,Migraine,Large,HR,5.2,4,No,Low,Medium,13,Medium,High,High,Poor,15,No,No,No,Sometimes,Pune
1128,20,Other,Married,Intern,0.2,18512,33,2.5,Partial,Low,Migraine,Medium,Operations,6.7,3,No,High,High,7,Medium,Medium,Medium,Average,21,Yes,Yes,No,Rarely,Delhi
1129,38,Male,Divorced,Manager,15.8,230240,60,2.5,Partial,High,Back Pain,Medium,Engineering,5,2,No,Medium,High,8,Low,High,Low,Average,36,No,Yes,No,Often,Bangalore
1130,29,Other,Divorced,Developer,5.6,91173,49,1,Partial,Low,None,Large,Operations,6.2,4,Yes,Low,High,17,High,High,High,Poor,7,Yes,No,Yes,Sometimes,Pune
1131,32,Other,Single,Manager,11.2,265176,52,1.2,No,High,Back Pain,Small,Marketing,5,3,No,Medium,Medium,20,Medium,Low,High,Average,9,No,Yes,Yes,Often,Pune
1132,31,Male,Married,Manager,4.5,293705,59,2.5,Partial,Low,None,Large,Operations,5,5,No,Low,High,6,Medium,Medium,Medium,Average,22,Yes,Yes,No,Often,Bangalore
1133,21,Female,Divorced,Intern,0.9,19707,35,2.6,Yes,Medium,None,Medium,Marketing,6.7,5,Yes,Medium,High,19,Low,High,High,Poor,44,No,Yes,Yes,Rarely,Delhi
1134,21,Other,Divorced,Intern,0.9,16860,30,0.9,No,Medium,Migraine,Medium,Marketing,7.2,5,Yes,High,Medium,13,High,Low,Low,Excellent,26,No,Yes,Yes,Rarely,Pune
1135,33,Male,Married,Analyst,3.5,59584,43,1.5,Yes,Medium,None,Large,Operations,5,5,No,Medium,High,7,Medium,Medium,Medium,Excellent,6,Yes,No,Yes,Sometimes,Delhi
1136,45,Female,Single,Manager,16.3,294692,53,2.5,Yes,High,Arthritis,Medium,HR,5,2,Yes,Low,High,12,Low,Medium,Low,Good,30,Yes,Yes,No,Often,Delhi
1137,40,Male,Divorced,Manager,6.8,230615,58,2.6,Yes,Low,Hypertension,Medium,Operations,5,4,No,Medium,High,19,Medium,Medium,Low,Average,37,Yes,No,No,Often,Mumbai
1138,25,Other,Divorced,Analyst,2.6,57763,43,2.2,Yes,Low,None,Medium,Operations,5.7,5,No,High,High,14,Low,High,Medium,Excellent,38,No,Yes,No,Sometimes,Delhi
1139,29,Female,Single,Developer,7.3,116250,42,1,Partial,Medium,Migraine,Medium,Operations,6.2,4,Yes,High,Medium,16,Medium,Medium,High,Good,43,No,No,No,Sometimes,Pune
1140,60,Male,Divorced,CEO,24.4,585349,61,2,Partial,High,Arthritis,Medium,HR,5,1,No,Low,Medium,18,High,Medium,High,Excellent,22,No,No,Yes,Often,Bangalore
1141,20,Other,Divorced,Intern,0.3,16793,32,1.9,Partial,Low,None,Large,Marketing,6.2,3,Yes,Medium,High,11,High,High,Low,Average,5,No,No,No,Rarely,Mumbai
1142,26,Other,Divorced,Analyst,4.5,48650,40,1.4,Partial,Medium,None,Medium,HR,5.5,5,No,Medium,Medium,19,Low,High,Medium,Excellent,36,No,Yes,No,Sometimes,Hyderabad
1143,25,Female,Single,Analyst,1.4,45897,45,0.8,No,Low,Migraine,Medium,Engineering,5.5,5,Yes,Medium,Medium,18,Medium,High,Low,Average,32,No,Yes,Yes,Sometimes,Hyderabad
1144,31,Male,Divorced,Analyst,7.3,47553,41,1.8,Partial,Low,Migraine,Medium,Marketing,5,4,Yes,Low,High,12,Low,High,Medium,Average,42,No,No,Yes,Sometimes,Delhi
1145,50,Other,Married,CEO,28.6,531437,60,1.9,Yes,High,Hypertension,Large,Marketing,5,1,Yes,High,High,16,Low,Medium,High,Average,43,No,Yes,No,Often,Delhi
1146,31,Female,Married,Designer,4.2,52519,48,0.6,Partial,Low,Migraine,Medium,HR,5.2,5,No,High,High,9,Low,Low,Medium,Poor,18,Yes,No,No,Rarely,Pune
1147,34,Male,Divorced,Manager,7,233312,57,0.7,No,Low,None,Small,Engineering,5,4,No,Low,High,16,High,Low,High,Good,28,No,No,Yes,Often,Hyderabad
1148,29,Male,Single,Analyst,3.1,54902,40,0.7,No,Low,Migraine,Large,Operations,5.5,5,No,Low,High,18,Medium,Low,High,Average,24,No,Yes,Yes,Sometimes,Hyderabad
1149,25,Other,Married,Designer,2.5,41823,40,1.8,Partial,Low,Migraine,Large,Engineering,5.7,5,Yes,High,Medium,18,Medium,Medium,High,Excellent,38,No,No,Yes,Rarely,Delhi
1150,27,Other,Married,Designer,0.7,51127,44,0.8,Partial,Medium,None,Large,Marketing,6.2,5,No,High,Medium,10,High,Medium,High,Poor,36,Yes,Yes,No,Rarely,Pune
1151,40,Male,Single,Manager,16.9,202206,59,2,Partial,High,Back Pain,Small,Engineering,5,2,No,High,Medium,6,Medium,Medium,Medium,Excellent,22,No,Yes,Yes,Often,Mumbai
1152,26,Other,Married,Designer,1.4,53218,44,1.7,Partial,Medium,None,Large,HR,5,5,Yes,High,Medium,13,Low,High,Low,Average,42,No,Yes,No,Rarely,Bangalore
1153,44,Female,Married,Manager,19.7,228189,50,3,Yes,High,Diabetes,Large,HR,5,2,No,High,High,18,Medium,Medium,High,Poor,41,No,No,Yes,Often,Delhi
1154,39,Female,Single,Manager,11.4,269058,55,0.7,Partial,High,Diabetes,Medium,Engineering,5,3,No,Medium,Medium,9,Low,Medium,High,Average,5,No,No,No,Often,Kolkata
1155,26,Female,Married,Developer,5.2,101907,42,2.5,Partial,Medium,Migraine,Large,Operations,5,4,Yes,High,High,20,High,Medium,High,Poor,50,Yes,No,No,Sometimes,Bangalore
1156,29,Female,Single,Analyst,4.3,55354,44,2.1,Partial,Low,None,Small,Marketing,5.2,5,No,Low,Medium,16,Low,High,Low,Good,20,Yes,Yes,No,Sometimes,Mumbai
1157,31,Male,Married,Designer,2.7,52420,41,2.9,Partial,Low,None,Large,Marketing,5,5,No,Medium,Medium,20,Medium,High,High,Good,31,Yes,No,Yes,Rarely,Bangalore
1158,22,Male,Married,Intern,1.7,18142,25,0.8,No,Medium,None,Small,Operations,6.5,4,Yes,Low,High,17,Medium,Medium,High,Good,44,No,No,No,Rarely,Hyderabad
1159,25,Other,Single,Intern,0.7,17258,32,1.4,No,Medium,Migraine,Large,Engineering,6.5,5,Yes,Low,Medium,16,Medium,High,Low,Good,6,Yes,No,No,Rarely,Hyderabad
1160,53,Female,Married,CEO,21.7,530868,69,1.3,No,High,Diabetes,Large,Marketing,5,1,No,Medium,High,6,Medium,Low,Medium,Good,38,Yes,Yes,No,Often,Kolkata
1161,25,Female,Single,Intern,3.3,18170,31,1.5,Partial,Medium,None,Medium,HR,6,3,No,Low,High,11,High,Low,Low,Excellent,11,Yes,No,Yes,Rarely,Bangalore
1162,29,Male,Single,Developer,4.4,100358,49,2.2,Yes,Low,None,Medium,Operations,5.2,5,No,Low,Medium,13,Low,Medium,Low,Good,32,Yes,Yes,Yes,Sometimes,Mumbai
1163,30,Female,Married,Designer,3.2,43687,46,2.2,Yes,Low,Migraine,Small,Marketing,5,5,No,High,High,18,High,Low,High,Good,32,Yes,No,Yes,Rarely,Delhi
1164,34,Male,Divorced,Designer,13.7,43987,45,2.5,Yes,High,Hypertension,Small,HR,5,3,Yes,High,High,19,Low,Low,Low,Excellent,35,No,No,Yes,Rarely,Delhi
1165,31,Other,Married,Manager,3.8,252967,54,2,Yes,Low,None,Medium,HR,5,5,No,Medium,High,19,High,Low,High,Average,40,Yes,Yes,Yes,Often,Bangalore
1166,37,Other,Divorced,Manager,2.9,234785,56,1,Partial,Low,None,Medium,Marketing,5,5,No,Medium,High,19,Medium,Low,High,Excellent,38,No,No,No,Often,Hyderabad
1167,40,Male,Single,Manager,0.7,262564,60,3,Yes,Medium,Diabetes,Small,HR,5,5,No,High,Medium,8,Medium,High,High,Poor,10,No,Yes,Yes,Often,Bangalore
1168,32,Male,Divorced,Manager,6.1,247744,59,1.3,Partial,Medium,Migraine,Large,Engineering,5,4,No,Medium,High,17,Medium,High,Medium,Good,31,Yes,No,Yes,Often,Pune
1169,29,Female,Married,Developer,0.8,112165,47,2.1,Yes,Medium,None,Large,Engineering,5.7,5,Yes,Low,Medium,9,Medium,Low,Medium,Good,3,Yes,No,No,Sometimes,Delhi
1170,28,Other,Married,Designer,2.2,41925,44,2,Yes,Medium,Migraine,Large,Engineering,5.2,5,No,High,Medium,12,High,High,Low,Poor,42,No,No,Yes,Rarely,Mumbai
1171,34,Male,Divorced,Designer,11.8,43414,41,1.1,No,High,Back Pain,Medium,Engineering,5.5,3,Yes,Low,High,11,Low,Medium,High,Excellent,5,Yes,No,Yes,Rarely,Kolkata
1172,40,Other,Married,Manager,8.4,228616,53,2,Partial,Medium,Diabetes,Large,Operations,5,4,No,High,High,8,Low,High,Low,Poor,43,No,No,No,Often,Delhi
1173,34,Other,Married,Manager,3.1,208612,52,0.9,Partial,Low,None,Small,Engineering,5,5,Yes,High,Medium,8,Medium,High,Low,Excellent,44,No,Yes,No,Often,Hyderabad
1174,34,Male,Married,Analyst,1.9,59192,44,2.5,Partial,Medium,Migraine,Small,Operations,5,5,No,High,High,18,Low,Medium,Medium,Poor,14,No,No,No,Sometimes,Bangalore
1175,22,Other,Married,Developer,0.9,110910,50,2.5,Partial,Medium,None,Medium,HR,5.7,5,No,Medium,Medium,10,Low,Low,Medium,Good,11,Yes,No,No,Sometimes,Delhi
1176,24,Other,Single,Developer,1.7,101710,42,2,Partial,Medium,None,Small,Marketing,5,5,Yes,High,High,12,High,Medium,High,Good,30,Yes,Yes,Yes,Sometimes,Bangalore
1177,32,Male,Married,Designer,8.5,46591,44,1.2,Partial,Medium,None,Medium,Operations,5.2,4,Yes,High,High,20,High,High,Low,Good,18,Yes,No,Yes,Rarely,Pune
1178,22,Other,Divorced,Developer,1.7,107990,46,0.8,Partial,Low,None,Medium,Marketing,5.5,5,Yes,Low,High,18,Low,Low,Medium,Average,30,Yes,Yes,No,Sometimes,Hyderabad
1179,32,Male,Single,Manager,9.8,259183,50,0.9,No,Low,None,Small,Operations,5,4,Yes,Medium,High,7,High,High,Medium,Poor,46,Yes,Yes,No,Often,Pune
1180,55,Other,Single,CEO,18.5,581390,67,1.6,Partial,High,Diabetes,Medium,HR,5,2,Yes,Medium,High,7,High,Low,Low,Good,44,No,No,No,Often,Bangalore
1181,23,Female,Single,Intern,0.9,16902,31,2.2,Partial,Medium,Migraine,Medium,Marketing,6.2,4,Yes,High,Medium,18,High,Low,Medium,Good,2,Yes,Yes,No,Rarely,Mumbai
1182,32,Other,Married,Designer,1,47295,48,1.4,No,Medium,None,Medium,Engineering,5.2,5,Yes,High,High,8,Low,High,Medium,Good,3,Yes,No,No,Rarely,Pune
1183,38,Male,Married,Manager,17.7,244121,59,3,Partial,High,Back Pain,Large,Engineering,5,2,No,Medium,Medium,9,Medium,Low,High,Average,34,No,No,No,Often,Mumbai
1184,32,Male,Single,Designer,12,54791,47,2.7,Partial,High,Arthritis,Medium,Engineering,5,3,Yes,Medium,Medium,11,Low,Low,High,Average,10,No,No,No,Rarely,Mumbai
1185,28,Male,Married,Developer,2.8,108009,48,1.4,No,Medium,Migraine,Small,Engineering,6.2,5,No,Low,Medium,15,Medium,High,High,Average,16,Yes,Yes,Yes,Sometimes,Pune
1186,30,Female,Married,Analyst,3.2,57056,43,1.9,Partial,Low,None,Large,Operations,5,5,Yes,High,Medium,12,Low,Low,Low,Average,24,Yes,No,Yes,Sometimes,Delhi
1187,30,Male,Married,Developer,9.7,87239,47,0.8,Partial,Medium,Migraine,Medium,HR,5,4,Yes,High,High,13,Medium,High,Low,Average,4,No,Yes,Yes,Sometimes,Hyderabad
1188,34,Female,Single,Designer,9.7,48038,44,0.9,No,Low,Migraine,Large,Operations,5.2,4,Yes,High,High,8,High,Low,Low,Good,20,No,Yes,No,Rarely,Pune
1189,23,Other,Single,Intern,2.9,19878,29,1.3,Partial,Low,Migraine,Large,Operations,7.5,4,No,High,Medium,11,Low,High,Low,Good,15,No,No,Yes,Rarely,Kolkata
1190,32,Female,Married,Manager,11.6,221600,59,0.9,No,High,Back Pain,Small,Engineering,5,3,No,High,High,9,Low,High,Medium,Good,9,Yes,Yes,Yes,Often,Pune
1191,45,Other,Divorced,CEO,21.2,501590,69,2.6,Partial,High,Diabetes,Large,Operations,5,1,Yes,Medium,Medium,5,Medium,High,Low,Good,25,Yes,No,No,Often,Mumbai
1192,46,Other,Divorced,CEO,22.7,525018,62,2.7,Yes,High,Hypertension,Medium,HR,5,1,Yes,High,High,19,High,Low,Medium,Good,30,Yes,Yes,No,Often,Mumbai
1193,21,Female,Divorced,Intern,0.7,18039,35,1,No,Low,Migraine,Small,Operations,7.5,4,No,High,Medium,12,Low,Low,Medium,Average,33,Yes,No,Yes,Rarely,Kolkata
1194,20,Other,Divorced,Intern,0,19040,33,0.8,No,Low,Migraine,Medium,Engineering,7.5,5,No,Medium,High,9,Medium,Low,Medium,Excellent,18,Yes,Yes,No,Rarely,Kolkata
1195,32,Male,Married,Manager,3.9,214444,60,0.8,Partial,Low,None,Small,Engineering,5,5,Yes,Medium,Medium,9,Medium,Low,High,Excellent,43,No,No,Yes,Often,Pune
1196,40,Female,Single,CEO,12.2,505185,63,3,Partial,High,Hypertension,Small,Engineering,5,3,No,Medium,High,19,High,Low,Low,Excellent,31,No,Yes,Yes,Often,Bangalore
1197,25,Other,Single,Analyst,4.5,55945,44,1.5,No,Low,Migraine,Large,Marketing,5.5,5,No,Low,Medium,10,Medium,Low,Medium,Excellent,4,No,No,Yes,Sometimes,Hyderabad
1198,27,Male,Single,Designer,0.6,42623,43,1.1,Partial,Medium,None,Medium,HR,6.5,5,Yes,High,High,7,Medium,Low,Low,Average,4,No,No,No,Rarely,Kolkata
1199,21,Other,Divorced,Intern,0.7,16268,28,2.2,Partial,Low,Migraine,Medium,Engineering,6.2,5,No,Low,High,17,Medium,Medium,Low,Poor,48,No,No,No,Rarely,Mumbai
1200,33,Female,Divorced,Manager,8.6,250340,53,0.8,Partial,Low,Migraine,Small,Operations,5,4,No,Low,Medium,16,High,Low,Low,Average,36,No,Yes,No,Often,Hyderabad
1201,23,Female,Divorced,Intern,2.1,17585,26,0.9,Partial,Medium,Migraine,Small,Marketing,6.5,3,No,Medium,Medium,19,Low,Medium,High,Poor,39,Yes,Yes,No,Rarely,Hyderabad
1202,28,Male,Divorced,Analyst,7,46708,45,2.3,Partial,Low,None,Medium,Engineering,5,4,Yes,Low,High,8,Medium,Low,Medium,Average,48,No,Yes,Yes,Sometimes,Bangalore
1203,59,Other,Single,CEO,26.4,545139,65,2.7,Yes,High,Arthritis,Large,Operations,5,1,Yes,Medium,High,17,Low,High,High,Good,19,No,Yes,No,Often,Delhi
1204,20,Female,Married,Intern,0.2,15797,31,2,Partial,Low,None,Small,Operations,6.2,3,Yes,High,Medium,6,High,High,Medium,Poor,21,No,No,Yes,Rarely,Mumbai
1205,37,Female,Divorced,Manager,12.7,225718,53,1,Partial,High,Diabetes,Small,Engineering,5,3,No,High,Medium,20,Medium,High,Low,Excellent,23,No,No,No,Often,Hyderabad
1206,46,Other,Divorced,CEO,24.7,598184,69,1.2,Partial,High,Back Pain,Small,HR,5,1,Yes,Low,Medium,14,Low,Medium,High,Excellent,21,Yes,No,No,Often,Pune
1207,27,Female,Single,Analyst,5.6,48908,40,0.7,No,Medium,None,Small,Engineering,5.5,4,No,Medium,Medium,14,Medium,High,High,Average,2,No,No,No,Sometimes,Hyderabad
1208,39,Female,Married,Manager,7.3,223494,58,0.9,No,Medium,Migraine,Large,Marketing,5,4,Yes,High,High,9,Medium,Medium,Medium,Average,34,No,Yes,No,Often,Pune
1209,43,Male,Married,Manager,16.7,231854,60,0.6,No,High,Arthritis,Small,Engineering,5,2,Yes,Low,Medium,14,Low,High,Low,Good,29,No,Yes,No,Often,Kolkata
